qc_id,batch_id,inspection_date,moisture_level,oil_content,defect_rate,brc_compliance_score,inspector_name,status
QC002864,PR20220906851,2022-09-06 07:00:00,79.0,5.0,1.25,91,Mohammed Bal,Approved
QC002866,PR20220907442,2022-09-07 06:00:00,78.4,4.0,2.27,88,Anamika Misra,Approved
QC002867,PR20220907489,2022-09-07 05:00:00,76.5,4.8,1.31,87,Nakul Rai,Approved
QC002876,PR20220907390,2022-09-07 04:00:00,75.2,3.7,3.74,99,Girish Edwin,Approved
QC002878,PR20220907369,2022-09-07 07:00:00,73.4,5.4,3.02,88,Pavani Dyal,Approved
QC002881,PR20220908186,2022-09-08 04:00:00,79.6,3.4,4.69,87,Rachana Shanker,Approved
QC002882,PR20220908146,2022-09-08 04:00:00,73.7,7.2,0.91,88,Shravya Muni,Approved
QC002889,PR20220908201,2022-09-08 05:00:00,79.9,7.0,0.78,98,Triya Kapadia,Approved
QC002890,PR20220908592,2022-09-08 07:00:00,73.7,5.7,2.86,86,Rajeshri Mahal,Approved
QC002893,PR20220909780,2022-09-09 03:00:00,77.0,5.3,3.8,88,Gaurav Dube,Approved
QC002894,PR20220909445,2022-09-09 01:00:00,74.8,3.9,0.65,88,Inaya Goyal,Approved
QC002897,PR20220909663,2022-09-09 07:00:00,74.6,5.1,3.47,96,Jhalak Rajan,Approved
QC002902,PR20220909128,2022-09-09 04:00:00,78.5,4.2,2.72,92,Nakul Barad,Approved
QC002904,PR20220909733,2022-09-09 07:00:00,73.9,7.8,3.41,85,Harini Kurian,Approved
QC002906,PR20220910421,2022-09-10 07:00:00,77.4,5.7,1.77,86,Dakshesh Dhingra,Approved
QC002907,PR20220910624,2022-09-10 03:00:00,73.6,6.3,4.65,89,Niharika Bajaj,Approved
QC002908,PR20220910467,2022-09-10 03:00:00,73.7,5.9,2.88,90,Zashil Rout,Approved
QC002909,PR20220910260,2022-09-10 06:00:00,77.1,5.9,1.73,95,Urvashi Nagi,Approved
QC002912,PR20220910232,2022-09-10 03:00:00,77.5,4.4,3.44,95,Fitan Borra,Approved
QC002913,PR20220910491,2022-09-10 08:00:00,74.4,3.4,1.07,89,Bahadurjit Zachariah,Approved
QC002925,PR20220911918,2022-09-11 01:00:00,78.7,3.6,1.99,93,Karan Malhotra,Approved
QC002928,PR20220912407,2022-09-12 01:00:00,74.3,3.3,3.2,97,Upasna Vasa,Approved
QC002929,PR20220912957,2022-09-12 06:00:00,78.4,8.0,4.71,98,William Mander,Approved
QC002941,PR20220913109,2022-09-13 08:00:00,72.4,4.3,2.35,96,Turvi Golla,Approved
QC002942,PR20220913260,2022-09-13 02:00:00,79.0,4.8,3.07,94,Zashil Sachar,Approved
QC002943,PR20220913994,2022-09-13 01:00:00,77.3,4.5,3.12,87,Gaurav Tank,Approved
QC002944,PR20220913419,2022-09-13 06:00:00,72.4,5.4,2.2,85,Gopal Bansal,Approved
QC002948,PR20220914122,2022-09-14 06:00:00,74.8,4.2,4.18,94,Ekalinga Iyengar,Approved
QC002951,PR20220914714,2022-09-14 02:00:00,79.1,7.4,2.28,99,Lopa Sheth,Approved
QC002956,PR20220914865,2022-09-14 04:00:00,74.1,3.5,3.53,90,Janya Yogi,Approved
QC002964,PR20220915505,2022-09-15 06:00:00,74.6,4.4,2.17,89,Lavanya Jayaraman,Approved
QC002970,PR20220915154,2022-09-15 03:00:00,76.4,3.8,4.83,95,Dalbir Memon,Approved
QC002972,PR20220916687,2022-09-16 01:00:00,77.9,3.2,1.88,87,Jai Bandi,Approved
QC002973,PR20220916935,2022-09-16 06:00:00,72.4,4.1,1.79,87,Pooja Bawa,Approved
QC002975,PR20220916820,2022-09-16 03:00:00,77.7,6.6,0.7,93,Shivani Rai,Approved
QC002980,PR20220916410,2022-09-16 03:00:00,76.7,7.8,3.33,95,Watika Bumb,Approved
QC002982,PR20220916591,2022-09-16 03:00:00,79.7,4.9,2.57,97,Indali Mody,Approved
QC002990,PR20220917300,2022-09-17 01:00:00,76.0,7.6,2.21,98,Laban Vaidya,Approved
QC002993,PR20220917564,2022-09-17 01:00:00,79.9,5.7,1.48,86,Mitali Jayaraman,Approved
QC002994,PR20220917347,2022-09-17 01:00:00,72.8,3.9,0.68,87,Ishwar Das,Approved
QC003002,PR20220918810,2022-09-18 05:00:00,77.5,5.6,3.82,89,Luke Virk,Approved
QC003005,PR20220918356,2022-09-18 06:00:00,78.3,7.7,1.03,95,Amruta Dugar,Approved
QC003010,PR20220919783,2022-09-19 04:00:00,73.5,5.7,1.08,100,Avni Khalsa,Approved
QC003015,PR20220919643,2022-09-19 07:00:00,72.7,6.3,3.76,90,Chakradev Chaudhuri,Approved
QC003019,PR20220920641,2022-09-20 04:00:00,78.7,7.6,2.49,95,Oscar Saraf,Approved
QC003025,PR20220920941,2022-09-20 03:00:00,79.8,3.2,4.42,85,Urmi Dixit,Approved
QC003026,PR20220920164,2022-09-20 08:00:00,74.6,7.6,1.5,91,Wriddhish Lall,Approved
QC003029,PR20220920424,2022-09-20 06:00:00,77.9,5.1,2.22,90,Amrita Deep,Approved
QC003031,PR20220921250,2022-09-21 05:00:00,72.5,6.5,1.29,87,Mohammed Kannan,Approved
QC003039,PR20220921385,2022-09-21 01:00:00,75.7,3.7,3.22,85,Vidhi Sachar,Approved
QC003049,PR20220922272,2022-09-22 03:00:00,73.8,6.0,4.76,85,Hema Mallick,Rejected
QC003054,PR20220923579,2022-09-23 06:00:00,79.4,4.0,0.95,92,Rachita Bansal,Approved
QC003057,PR20220923360,2022-09-23 02:00:00,72.3,7.1,1.62,98,Agastya Sankaran,Approved
QC003065,PR20220923860,2022-09-23 04:00:00,74.3,4.1,4.28,91,Keya Murty,Approved
QC003070,PR20220924335,2022-09-24 02:00:00,79.8,6.8,4.21,94,Chatresh Wali,Approved
QC003071,PR20220924457,2022-09-24 02:00:00,77.0,5.6,3.75,91,Arjun Bhatti,Approved
QC003074,PR20220924657,2022-09-24 07:00:00,72.3,3.3,3.59,87,Chandresh Hayer,Approved
QC003077,PR20220925739,2022-09-25 02:00:00,74.7,5.4,4.02,99,Orinder Rau,Approved
QC003081,PR20220925231,2022-09-25 05:00:00,76.6,7.0,2.39,99,Hema Mohan,Approved
QC003082,PR20220925113,2022-09-25 07:00:00,74.3,4.2,1.09,90,Amaira Lad,Approved
QC003085,PR20220925785,2022-09-25 08:00:00,72.3,3.3,1.72,100,Vedhika Murty,Approved
QC003086,PR20220925302,2022-09-25 05:00:00,74.2,4.9,3.16,86,Pooja Padmanabhan,Rejected
QC003088,PR20220926985,2022-09-26 04:00:00,78.1,4.0,3.92,98,Yuvraj Rout,Approved
QC003096,PR20220927202,2022-09-27 06:00:00,73.1,7.9,1.78,100,Falguni Bhargava,Approved
QC003098,PR20220927522,2022-09-27 04:00:00,78.7,4.0,4.78,92,Isaiah Dalal,Rejected
QC003100,PR20220927106,2022-09-27 06:00:00,78.6,4.8,2.4,90,Netra Warrior,Approved
QC003105,PR20220928957,2022-09-28 07:00:00,72.0,4.3,1.8,89,Chatresh Sem,Approved
QC003107,PR20220928857,2022-09-28 02:00:00,75.6,3.7,2.65,97,Abhiram Deshmukh,Approved
QC003109,PR20220928710,2022-09-28 01:00:00,77.3,4.9,1.54,92,Alexander Basu,Approved
QC003114,PR20220929644,2022-09-29 06:00:00,76.4,3.1,2.03,86,Tristan Kanda,Approved
QC003115,PR20220929360,2022-09-29 08:00:00,76.2,4.7,2.05,94,Charles Manda,Approved
QC003116,PR20220929823,2022-09-29 02:00:00,78.8,7.7,4.22,88,Nirja Ramaswamy,Approved
QC003118,PR20220929723,2022-09-29 05:00:00,72.8,4.4,3.7,85,Gavin Kant,Approved
QC003119,PR20220929808,2022-09-29 06:00:00,79.8,4.2,4.54,89,Zinal Bala,Approved
QC003124,PR20220929328,2022-09-29 03:00:00,77.9,7.9,0.92,96,Jeevika Mishra,Approved
QC003127,PR20220930662,2022-09-30 04:00:00,75.2,5.4,3.52,85,Urishilla Tank,Approved
QC003130,PR20220930826,2022-09-30 03:00:00,77.2,7.5,4.27,85,Janaki Lad,Approved
QC003133,PR20220930750,2022-09-30 03:00:00,72.4,5.4,2.33,88,Janya Pandit,Approved
QC003139,PR20221001948,2022-10-01 04:00:00,80.0,5.1,3.57,89,Lajita Ramanathan,Approved
QC003140,PR20221001981,2022-10-01 01:00:00,74.3,6.1,1.43,91,Alka Garde,Approved
QC003141,PR20221001767,2022-10-01 07:00:00,76.8,7.3,0.59,90,Maya Sekhon,Approved
QC003147,PR20221001990,2022-10-01 01:00:00,76.0,7.9,1.22,97,Chasmum Dhar,Approved
QC003149,PR20221001238,2022-10-01 07:00:00,73.5,5.4,4.42,94,Ronith Ramesh,Approved
QC003153,PR20221002314,2022-10-02 06:00:00,76.5,5.5,0.89,97,Eshana Dani,Approved
QC003157,PR20221002526,2022-10-02 02:00:00,79.7,4.7,1.63,97,Udyati Ghosh,Approved
QC003158,PR20221002638,2022-10-02 06:00:00,75.3,5.1,2.56,100,Mahika Kadakia,Approved
QC003161,PR20221002802,2022-10-02 01:00:00,77.5,7.3,0.76,93,Varenya Sampath,Approved
QC003163,PR20221002323,2022-10-02 06:00:00,75.9,5.1,0.55,94,Turvi Pal,Approved
QC003166,PR20221003718,2022-10-03 03:00:00,78.5,3.5,1.02,94,Akshay Varughese,Approved
QC003176,PR20221004811,2022-10-04 01:00:00,72.4,4.0,1.3,99,Aachal Chadha,Approved
QC003180,PR20221004918,2022-10-04 02:00:00,74.8,6.3,0.74,86,Shravya Morar,Approved
QC003181,PR20221004664,2022-10-04 04:00:00,78.9,4.6,3.23,88,Anamika Lala,Approved
QC003186,PR20221005473,2022-10-05 07:00:00,72.1,4.8,0.51,91,Anmol Virk,Approved
QC003188,PR20221005362,2022-10-05 05:00:00,73.3,5.2,2.91,93,Hemang Kalla,Approved
QC003191,PR20221005610,2022-10-05 07:00:00,73.2,6.7,1.35,95,Ayushman Purohit,Approved
QC003204,PR20221006267,2022-10-06 05:00:00,72.9,4.7,2.98,89,Sanya Kothari,Approved
QC003206,PR20221007858,2022-10-07 05:00:00,79.9,5.1,2.42,89,Max Rao,Approved
QC003207,PR20221007901,2022-10-07 04:00:00,72.5,6.8,1.32,100,Abha Sekhon,Approved
QC003209,PR20221007187,2022-10-07 02:00:00,78.0,7.6,3.96,94,Siddharth Ahuja,Approved
QC003211,PR20221007623,2022-10-07 03:00:00,77.1,6.0,2.54,88,Kai Ratta,Approved
QC003212,PR20221007866,2022-10-07 01:00:00,73.2,6.9,2.65,93,Neha Nair,Approved
QC003214,PR20221007602,2022-10-07 06:00:00,77.0,4.9,1.4,92,Vedant Halder,Approved
QC003215,PR20221008163,2022-10-08 08:00:00,78.5,4.7,4.4,87,Radhika Bhavsar,Approved
QC003219,PR20221008474,2022-10-08 06:00:00,79.7,7.1,1.08,88,Deepa Suri,Approved
QC003222,PR20221008762,2022-10-08 04:00:00,78.8,5.6,1.59,88,Yug De,Approved
QC003223,PR20221008811,2022-10-08 07:00:00,72.7,4.4,1.12,86,Agastya Palla,Approved
QC003227,PR20221009526,2022-10-09 08:00:00,72.2,7.9,4.24,91,Wakeeta Mital,Approved
QC003244,PR20221010669,2022-10-10 04:00:00,77.9,4.0,0.62,99,Harish Hayer,Approved
QC003246,PR20221010898,2022-10-10 07:00:00,75.9,6.7,4.83,91,Tanmayi Srivastava,Approved
QC003247,PR20221010274,2022-10-10 06:00:00,78.8,7.5,1.57,94,Eesha Modi,Approved
QC003249,PR20221011330,2022-10-11 07:00:00,73.2,4.2,1.12,92,Ira Varma,Rejected
QC003250,PR20221011849,2022-10-11 02:00:00,78.4,7.5,1.88,87,Jyoti Issac,Approved
QC003252,PR20221011185,2022-10-11 02:00:00,79.0,3.3,3.55,87,Faqid Sandal,Approved
QC003254,PR20221011152,2022-10-11 03:00:00,76.2,4.4,3.96,100,Ishaan Bava,Approved
QC003256,PR20221012456,2022-10-12 06:00:00,73.7,5.1,3.69,97,Faris Pandya,Approved
QC003261,PR20221012755,2022-10-12 02:00:00,74.7,7.3,4.39,99,Ekiya Balan,Approved
QC003263,PR20221012951,2022-10-12 05:00:00,73.6,5.2,2.44,94,Harinakshi Tank,Approved
QC003266,PR20221013457,2022-10-13 08:00:00,75.3,5.5,0.83,95,Amol Hans,Rejected
QC003269,PR20221013915,2022-10-13 02:00:00,79.0,4.4,0.51,91,Ranbir Chaudhry,Approved
QC003273,PR20221013919,2022-10-13 02:00:00,77.5,6.3,4.92,90,Garima Edwin,Approved
QC003281,PR20221014854,2022-10-14 08:00:00,77.8,4.7,4.79,88,Ati Rout,Approved
QC003285,PR20221015710,2022-10-15 02:00:00,74.9,7.1,2.01,86,Udarsh Parmer,Approved
QC003289,PR20221015108,2022-10-15 05:00:00,72.4,6.7,2.08,96,Dayamai Nazareth,Approved
QC003292,PR20221016659,2022-10-16 03:00:00,74.7,6.6,1.95,86,Chanakya Khare,Approved
QC003295,PR20221016723,2022-10-16 05:00:00,72.9,5.0,4.21,99,Eshana Desai,Approved
QC003298,PR20221016358,2022-10-16 08:00:00,73.0,5.8,1.1,86,Sarthak Mallick,Approved
QC003300,PR20221016444,2022-10-16 06:00:00,72.4,4.9,3.46,88,Urmi Kadakia,Approved
QC003306,PR20221017341,2022-10-17 03:00:00,74.2,5.2,2.71,89,Idika Saran,Approved
QC003310,PR20221017815,2022-10-17 03:00:00,78.7,7.1,0.51,96,Orinder Das,Approved
QC003311,PR20221017355,2022-10-17 08:00:00,75.3,6.3,4.34,94,Vyanjana Dara,Approved
QC003312,PR20221017256,2022-10-17 02:00:00,72.4,6.1,4.29,95,Urishilla Kara,Approved
QC003316,PR20221017818,2022-10-17 08:00:00,74.0,4.0,2.61,96,Ryan Kala,Approved
QC003317,PR20221017773,2022-10-17 01:00:00,79.7,6.5,2.41,99,Ekalinga Peri,Approved
QC003320,PR20221018750,2022-10-18 06:00:00,72.2,5.8,2.07,94,Avi Singhal,Approved
QC003327,PR20221018876,2022-10-18 08:00:00,73.5,5.5,2.04,91,Saanvi Balasubramanian,Approved
QC003333,PR20221019275,2022-10-19 05:00:00,72.3,6.6,3.8,97,Dalbir Vig,Approved
QC003334,PR20221019543,2022-10-19 03:00:00,77.0,7.2,1.41,97,Sanaya Saraf,Approved
QC003341,PR20221019314,2022-10-19 05:00:00,74.3,5.3,0.77,90,Azad Solanki,Approved
QC003342,PR20221020635,2022-10-20 01:00:00,79.1,5.5,1.96,92,Zehaan Ghose,Approved
QC003343,PR20221020993,2022-10-20 02:00:00,75.8,4.6,1.79,86,Ranbir Zachariah,Approved
QC003344,PR20221020537,2022-10-20 02:00:00,75.6,5.4,2.45,88,Wridesh Thakkar,Approved
QC003346,PR20221020856,2022-10-20 08:00:00,76.4,6.9,0.76,100,Pratyush Ahuja,Approved
QC003347,PR20221020253,2022-10-20 01:00:00,78.5,4.1,1.63,96,Kavya Subramanian,Approved
QC003350,PR20221020333,2022-10-20 01:00:00,76.8,7.9,0.58,100,Qasim Kara,Approved
QC003356,PR20221021162,2022-10-21 02:00:00,77.4,6.5,3.08,98,Vyanjana Dasgupta,Approved
QC003362,PR20221021400,2022-10-21 07:00:00,72.1,6.0,1.02,100,Teerth Raju,Approved
QC003365,PR20221021338,2022-10-21 07:00:00,72.6,6.5,3.65,97,Jeet Anand,Rejected
QC003366,PR20221021723,2022-10-21 05:00:00,79.1,3.0,2.2,95,Azad Walia,Approved
QC003371,PR20221022129,2022-10-22 05:00:00,72.1,4.8,2.71,93,Udant Kothari,Approved
QC003372,PR20221022344,2022-10-22 01:00:00,76.2,4.8,3.76,93,Maanav Dash,Approved
QC003375,PR20221022124,2022-10-22 06:00:00,75.3,5.6,4.1,92,Utkarsh Anand,Approved
QC003378,PR20221022810,2022-10-22 02:00:00,73.4,4.6,2.85,90,Chanchal Mahal,Approved
QC003387,PR20221023775,2022-10-23 05:00:00,78.1,5.1,0.83,87,Dayamai Dey,Approved
QC003391,PR20221023804,2022-10-23 03:00:00,79.9,6.5,3.75,97,Brijesh Sarraf,Rejected
QC003395,PR20221024246,2022-10-24 07:00:00,75.7,5.7,4.97,91,Chaaya Mane,Approved
QC003402,PR20221024307,2022-10-24 05:00:00,76.8,4.1,4.84,96,Dhruv Bajaj,Approved
QC003411,PR20221025389,2022-10-25 06:00:00,76.3,3.1,3.08,90,Turvi Date,Approved
QC003421,PR20221026614,2022-10-26 07:00:00,72.6,5.6,4.21,88,Mekhala Sane,Approved
QC003422,PR20221026396,2022-10-26 05:00:00,76.3,4.9,4.47,85,Wishi Basu,Approved
QC003423,PR20221026266,2022-10-26 08:00:00,79.4,4.7,2.75,93,Chasmum Samra,Approved
QC003424,PR20221026669,2022-10-26 05:00:00,79.9,3.9,1.84,99,Fariq Srinivas,Approved
QC003425,PR20221026692,2022-10-26 07:00:00,75.4,3.5,1.72,89,Guneet Choudhary,Approved
QC003427,PR20221026944,2022-10-26 03:00:00,76.4,4.1,3.59,86,Quincy Karan,Approved
QC003428,PR20221026989,2022-10-26 04:00:00,74.8,3.4,3.94,98,Naksh Modi,Approved
QC003430,PR20221026675,2022-10-26 08:00:00,76.5,7.1,2.12,94,Charvi Sane,Rejected
QC003432,PR20221027407,2022-10-27 04:00:00,72.2,3.2,4.08,92,Farhan Shan,Approved
QC003434,PR20221027194,2022-10-27 05:00:00,75.3,7.9,4.24,96,Reva Nath,Approved
QC003435,PR20221027397,2022-10-27 04:00:00,72.1,7.3,1.46,94,Leela Sheth,Approved
QC003438,PR20221027128,2022-10-27 02:00:00,75.9,5.5,0.77,95,Upkaar Srinivas,Approved
QC003440,PR20221028455,2022-10-28 07:00:00,73.0,5.1,3.39,86,George Saini,Approved
QC003444,PR20221028767,2022-10-28 01:00:00,74.1,5.6,2.21,94,Aryan Sethi,Approved
QC003451,PR20221028160,2022-10-28 04:00:00,77.0,5.1,4.33,95,Laban Munshi,Approved
QC003458,PR20221029349,2022-10-29 05:00:00,79.9,7.6,1.26,85,Garima Rau,Approved
QC003462,PR20221029464,2022-10-29 08:00:00,75.7,5.3,4.28,89,Anamika Patla,Approved
QC003464,PR20221029631,2022-10-29 08:00:00,74.9,5.7,3.24,87,Qushi Borde,Approved
QC003470,PR20221030918,2022-10-30 08:00:00,72.9,5.8,1.61,88,Ishani Biswas,Rejected
QC003471,PR20221030828,2022-10-30 02:00:00,73.7,4.3,0.95,95,Gabriel Gulati,Approved
QC003473,PR20221030333,2022-10-30 06:00:00,72.6,6.2,4.73,90,Kabir Sahni,Approved
QC003479,PR20221031819,2022-10-31 01:00:00,77.5,4.6,2.01,90,Aryan Morar,Approved
QC003482,PR20221031191,2022-10-31 06:00:00,76.3,7.3,1.41,89,Harinakshi Ravel,Approved
QC003484,PR20221031826,2022-10-31 03:00:00,75.7,5.5,4.69,88,Upkaar Hans,Rejected
QC003489,PR20221101446,2022-11-01 02:00:00,76.3,6.9,0.9,100,Yashvi Wali,Rejected
QC003491,PR20221101107,2022-11-01 08:00:00,74.6,6.1,3.55,98,Megha Nagi,Approved
QC003493,PR20221101325,2022-11-01 08:00:00,79.1,6.0,1.8,85,Ekansh Raju,Approved
QC003495,PR20221101861,2022-11-01 06:00:00,76.3,6.6,4.03,92,Damini Gulati,Approved
QC003499,PR20221101187,2022-11-01 04:00:00,79.6,4.0,3.47,98,Bina Virk,Approved
QC003504,PR20221102807,2022-11-02 05:00:00,73.6,4.6,1.14,98,Aachal Lala,Approved
QC003507,PR20221102391,2022-11-02 05:00:00,78.2,7.6,0.63,95,Balhaar Nath,Approved
QC003510,PR20221102965,2022-11-02 08:00:00,78.5,4.2,2.69,88,Tejas Bal,Approved
QC003514,PR20221103813,2022-11-03 08:00:00,78.0,5.5,1.54,98,Urvashi Roy,Approved
QC003518,PR20221103803,2022-11-03 04:00:00,79.2,6.0,4.69,95,Rajeshri Bose,Approved
QC003520,PR20221103799,2022-11-03 08:00:00,78.8,7.4,2.13,99,Leena Bajwa,Approved
QC003521,PR20221103559,2022-11-03 08:00:00,79.9,7.3,2.02,98,Chandran Samra,Approved
QC003523,PR20221103388,2022-11-03 03:00:00,79.2,6.8,3.76,95,Maanav Cherian,Approved
QC003525,PR20221104906,2022-11-04 05:00:00,72.0,3.1,3.63,97,Shaurya Chokshi,Approved
QC003528,PR20221104687,2022-11-04 03:00:00,74.2,3.3,1.79,85,Harshil Mane,Approved
QC003530,PR20221104380,2022-11-04 06:00:00,78.7,5.4,3.27,91,Ria Bains,Approved
QC003539,PR20221105276,2022-11-05 04:00:00,78.4,4.6,0.55,92,Finn Gade,Approved
QC003542,PR20221105569,2022-11-05 04:00:00,74.6,7.8,2.67,94,Kabir Dayal,Approved
QC003543,PR20221105673,2022-11-05 08:00:00,76.6,6.8,1.02,85,Fitan Pathak,Approved
QC003551,PR20221106414,2022-11-06 02:00:00,77.9,4.5,2.25,91,Hardik Maharaj,Approved
QC003554,PR20221106930,2022-11-06 03:00:00,74.2,3.8,2.13,100,Anirudh Kale,Approved
QC003556,PR20221107137,2022-11-07 04:00:00,72.8,7.2,1.88,93,Zansi Biswas,Approved
QC003560,PR20221107800,2022-11-07 02:00:00,77.2,4.5,1.45,90,Unni Choudhary,Approved
QC003565,PR20221107264,2022-11-07 07:00:00,77.7,6.1,1.48,86,Pallavi Iyer,Approved
QC003568,PR20221107883,2022-11-07 01:00:00,76.9,3.0,1.3,95,Omaja Hayer,Approved
QC003569,PR20221108283,2022-11-08 07:00:00,77.8,5.1,1.42,85,Vedant Jha,Approved
QC003571,PR20221108453,2022-11-08 07:00:00,76.0,5.3,3.35,86,Chandresh Sandal,Approved
QC003574,PR20221108332,2022-11-08 04:00:00,72.6,7.1,0.76,95,Yashoda Manda,Approved
QC003575,PR20221108451,2022-11-08 02:00:00,75.6,6.6,2.05,100,Abha Sahota,Approved
QC003578,PR20221108304,2022-11-08 08:00:00,79.3,6.8,2.42,96,Sanaya Sem,Approved
QC003579,PR20221108163,2022-11-08 07:00:00,73.5,3.2,4.11,95,Yutika Basu,Rejected
QC003583,PR20221109891,2022-11-09 03:00:00,73.6,4.3,0.55,86,Xiti Palla,Approved
QC003584,PR20221109905,2022-11-09 02:00:00,72.1,4.2,4.43,100,Eshana Sura,Approved
QC003585,PR20221109290,2022-11-09 02:00:00,78.2,6.8,4.22,95,Gopal Ramanathan,Approved
QC003591,PR20221109799,2022-11-09 07:00:00,73.5,7.9,1.54,100,Baljiwan Sankar,Approved
QC003594,PR20221110660,2022-11-10 05:00:00,73.2,4.5,2.89,92,Yatan Gola,Approved
QC003595,PR20221110550,2022-11-10 05:00:00,73.0,6.7,2.17,87,Alexander Chander,Approved
QC003599,PR20221110409,2022-11-10 01:00:00,76.5,6.7,4.56,98,Vansha Dasgupta,Approved
QC003601,PR20221110545,2022-11-10 06:00:00,78.6,5.7,4.96,87,Warjas Hari,Approved
QC003602,PR20221110830,2022-11-10 06:00:00,76.2,5.7,1.21,99,Gauri Bhatt,Approved
QC003604,PR20221110471,2022-11-10 08:00:00,73.2,3.8,3.16,88,Anvi Kaur,Approved
QC003605,PR20221110638,2022-11-10 02:00:00,75.3,4.9,1.07,98,Vamakshi Dalal,Approved
QC003607,PR20221111793,2022-11-11 07:00:00,75.0,4.9,3.29,87,Manthan Sahni,Approved
QC003611,PR20221111797,2022-11-11 03:00:00,75.1,5.1,1.73,92,Fiyaz Bava,Approved
QC003616,PR20221112538,2022-11-12 04:00:00,73.1,4.5,0.69,90,Samarth Naidu,Approved
QC003626,PR20221113303,2022-11-13 08:00:00,73.6,4.6,1.16,87,Aadhya Ramakrishnan,Approved
QC003628,PR20221113856,2022-11-13 08:00:00,77.3,4.4,3.27,86,Suhani Sant,Approved
QC003637,PR20221114312,2022-11-14 08:00:00,77.2,5.2,2.52,94,Ojasvi Bakshi,Approved
QC003646,PR20221114955,2022-11-14 05:00:00,76.7,4.3,0.6,95,Devansh Modi,Approved
QC003647,PR20221114805,2022-11-14 03:00:00,77.2,6.0,2.64,86,Upma Nagi,Approved
QC003649,PR20221114130,2022-11-14 05:00:00,79.0,5.5,1.87,88,Liam Shanker,Approved
QC003653,PR20221115555,2022-11-15 04:00:00,77.7,7.8,3.82,92,Yatan Krishnan,Approved
QC003655,PR20221115733,2022-11-15 05:00:00,79.3,3.6,1.04,89,Ekalinga Sodhi,Approved
QC003663,PR20221116165,2022-11-16 05:00:00,73.2,6.5,2.25,88,Unnati Panchal,Approved
QC003664,PR20221116314,2022-11-16 06:00:00,75.8,4.3,3.81,88,Raghav Dua,Approved
QC003665,PR20221116490,2022-11-16 01:00:00,78.8,3.8,1.37,87,Nilima Warrior,Approved
QC003668,PR20221116852,2022-11-16 08:00:00,74.7,4.4,2.89,97,Hitesh Pai,Approved
QC003669,PR20221116536,2022-11-16 01:00:00,78.0,7.0,1.44,98,Chakrika Agarwal,Approved
QC003670,PR20221116931,2022-11-16 02:00:00,73.4,4.8,1.16,88,Qushi Dayal,Approved
QC003672,PR20221117827,2022-11-17 02:00:00,72.7,4.2,2.27,90,Devika Parmar,Approved
QC003673,PR20221117753,2022-11-17 05:00:00,76.7,6.6,1.5,94,Dev Kar,Approved
QC003675,PR20221117716,2022-11-17 07:00:00,78.5,3.2,2.5,98,Daksha Sama,Approved
QC003677,PR20221117101,2022-11-17 01:00:00,77.1,4.5,3.58,96,Neelima Mahajan,Approved
QC003682,PR20221117194,2022-11-17 04:00:00,78.9,3.4,2.81,93,Xalak Sharma,Approved
QC003687,PR20221118645,2022-11-18 04:00:00,72.2,4.4,1.12,89,Jagvi Ram,Approved
QC003689,PR20221118649,2022-11-18 03:00:00,77.0,4.2,1.77,91,Lakshmi Tiwari,Approved
QC003692,PR20221118714,2022-11-18 08:00:00,73.6,4.2,1.51,90,Ojas Magar,Approved
QC003696,PR20221118946,2022-11-18 04:00:00,77.6,7.8,2.71,88,Ayushman Brahmbhatt,Approved
QC003698,PR20221119494,2022-11-19 08:00:00,76.8,7.1,2.64,91,Vrishti Bhargava,Approved
QC003700,PR20221119169,2022-11-19 05:00:00,74.4,7.8,4.58,85,Ucchal Muni,Approved
QC003701,PR20221119838,2022-11-19 01:00:00,73.8,6.5,3.41,85,Hemal Kannan,Approved
QC003702,PR20221119497,2022-11-19 06:00:00,77.2,7.2,3.53,94,Dalbir Bhalla,Approved
QC003711,PR20221120935,2022-11-20 03:00:00,76.1,7.2,1.69,100,Lucky Lad,Approved
QC003714,PR20221120748,2022-11-20 02:00:00,77.4,6.5,4.42,89,Waida Nair,Approved
QC003718,PR20221120225,2022-11-20 05:00:00,80.0,5.8,2.68,91,Udant Kalla,Approved
QC003719,PR20221120887,2022-11-20 06:00:00,76.8,6.3,3.71,85,Anika Rao,Approved
QC003721,PR20221120808,2022-11-20 01:00:00,74.2,5.4,2.17,92,Caleb Chadha,Approved
QC003722,PR20221120139,2022-11-20 04:00:00,72.3,6.0,4.44,94,Advay Samra,Approved
QC003723,PR20221121369,2022-11-21 05:00:00,79.4,5.6,3.95,96,Hema Chadha,Approved
QC003724,PR20221121939,2022-11-21 01:00:00,77.7,4.1,0.78,97,Ekaraj Sheth,Approved
QC003726,PR20221121808,2022-11-21 05:00:00,78.0,4.4,2.97,93,Sanaya Date,Approved
QC003732,PR20221121541,2022-11-21 08:00:00,76.2,7.1,3.4,88,Saanvi Subramaniam,Approved
QC003736,PR20221122226,2022-11-22 03:00:00,78.8,6.8,5.0,91,Ishwar Goyal,Approved
QC003737,PR20221122631,2022-11-22 03:00:00,78.9,4.1,4.83,93,Hardik Jain,Approved
QC003746,PR20221122472,2022-11-22 01:00:00,74.7,6.0,4.74,91,Suhani Goda,Approved
QC003749,PR20221122947,2022-11-22 01:00:00,73.7,7.3,4.79,85,Pooja Bir,Approved
